,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.47070000042915344,1.4551745908737184,30.391089916229248,True,0.0005,1
1,True,512,cifar10,0,2,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.553800000333786,1.2432030687332154,59.45088315010071,True,0.0005,1
2,True,512,cifar10,0,3,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6706999998092651,0.9111285509109497,88.55754375457764,True,0.0005,1
3,True,512,cifar10,0,4,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6936999994277954,0.8645226554870605,117.6738772392273,True,0.0005,1
4,True,512,cifar10,0,5,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7141999994277954,0.820510152721405,146.75991868972778,True,0.0005,1
5,True,512,cifar10,0,6,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7484000007629394,0.734076116657257,175.84860920906067,True,0.0005,1
6,True,512,cifar10,0,7,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7118999998092651,0.84823866147995,204.94383120536804,True,0.0005,1
7,True,512,cifar10,0,8,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7411999995231628,0.7643075317382813,234.03455257415771,True,0.0005,1
8,True,512,cifar10,0,9,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7437000003814698,0.7411797917366028,263.1257972717285,True,0.0005,1
9,True,512,cifar10,0,10,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.776,0.6603660911560059,292.2198688983917,True,0.0005,1
10,True,512,cifar10,0,11,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7429000005722046,0.8065159869194031,321.31207275390625,True,0.0005,1
11,True,512,cifar10,0,12,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8181000000953674,0.5561529500961304,350.3983781337738,True,0.0005,1
12,True,512,cifar10,0,13,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8078000008583068,0.5521435375213624,379.4831552505493,True,0.0005,1
13,True,512,cifar10,0,14,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8051999998092652,0.588586639881134,408.57272005081177,True,0.0005,1
14,True,512,cifar10,0,15,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8055000001907349,0.5896882514953613,437.66403245925903,True,0.0005,1
15,True,512,cifar10,0,16,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8240000008583069,0.508177392578125,466.7532789707184,True,0.0005,1
16,True,512,cifar10,0,17,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.771999999332428,0.7388575394630432,495.8378973007202,True,0.0005,1
17,True,512,cifar10,0,18,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8252000007629394,0.5063175367355347,524.9182674884796,True,0.0005,1
18,True,512,cifar10,0,19,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.8034999996185302,0.6004535454750061,554.0010144710541,True,0.0005,1
19,True,512,cifar10,0,20,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.806399999332428,0.5899562160491943,583.0870046615601,True,0.0005,1
