,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.305199999666214,1.860428228187561,11.10768437385559,True,0.0005,1
1,True,512,cifar10,0,2,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.33269999985694887,1.788094038963318,21.010436058044434,True,0.0005,1
2,True,512,cifar10,0,3,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.394299999666214,1.601380987548828,31.044485330581665,True,0.0005,1
3,True,512,cifar10,0,4,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.4256000002861023,1.5438621843338012,41.01831078529358,True,0.0005,1
4,True,512,cifar10,0,5,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.45630000014305117,1.4667662462234496,50.877031564712524,True,0.0005,1
5,True,512,cifar10,0,6,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.4688999998092651,1.449646413421631,60.74158453941345,True,0.0005,1
6,True,512,cifar10,0,7,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.4899000001907349,1.3859175224304199,70.74013090133667,True,0.0005,1
7,True,512,cifar10,0,8,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.4696000002384186,1.4764701889038085,80.65888953208923,True,0.0005,1
8,True,512,cifar10,0,9,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.5188999994277954,1.3108149332046508,90.73520231246948,True,0.0005,1
9,True,512,cifar10,0,10,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,4,0,False,0.5426999996185303,1.2597368215560913,100.72937726974487,True,0.0005,1
