,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.3175999998092651,1.8539489881515503,21.397332906723022,True,0.0005,1
1,True,512,cifar10,0,2,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.36529999995231627,1.719556867980957,41.84628176689148,True,0.0005,1
2,True,512,cifar10,0,3,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.4204999998092651,1.5866433332443237,62.263978242874146,True,0.0005,1
3,True,512,cifar10,0,4,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.39639999985694885,1.6329288608551025,82.65034770965576,True,0.0005,1
4,True,512,cifar10,0,5,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.45350000009536745,1.4646517868041993,103.08643913269043,True,0.0005,1
5,True,512,cifar10,0,6,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.46660000047683714,1.4441536605834961,123.71053004264832,True,0.0005,1
6,True,512,cifar10,0,7,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.4851000000476837,1.385136551475525,144.27655696868896,True,0.0005,1
7,True,512,cifar10,0,8,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.5214000005722046,1.2974193464279176,164.70012402534485,True,0.0005,1
8,True,512,cifar10,0,9,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.5410000005722045,1.2596741493225099,185.1783266067505,True,0.0005,1
9,True,512,cifar10,0,10,10,10,0.1,0.9,WideResNet-28-10,True,1,10,,5,0,False,0.5585000005722046,1.2148806995391845,205.6598424911499,True,0.0005,1
