,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.31600000023841857,1.8488967185974121,11.220825433731079,True,0.0005,1
1,True,512,cifar10,0,2,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.37110000004768373,1.6928140090942383,21.128870010375977,True,0.0005,1
2,True,512,cifar10,0,3,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.4049000003814697,1.6184245712280274,31.04202151298523,True,0.0005,1
3,True,512,cifar10,0,4,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.42980000042915345,1.553850968170166,40.959521532058716,True,0.0005,1
4,True,512,cifar10,0,5,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.4778000000476837,1.4207091449737548,50.991756200790405,True,0.0005,1
5,True,512,cifar10,0,6,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.48829999961853027,1.3908798540115357,60.9186577796936,True,0.0005,1
6,True,512,cifar10,0,7,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.4368,1.5201319242477418,70.82957434654236,True,0.0005,1
7,True,512,cifar10,0,8,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.5338000008583069,1.2771220148086548,80.7235119342804,True,0.0005,1
8,True,512,cifar10,0,9,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.5308999999046325,1.2830956323623657,90.656165599823,True,0.0005,1
9,True,512,cifar10,0,10,10,10,0.1,0.9,WideResNet-28-10,True,6,10,,5,0,False,0.554400000667572,1.2136394660949708,100.5609405040741,True,0.0005,1
