,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.2981,1.8360753715515137,30.012422561645508,True,0.0005,1
1,True,512,cifar10,0,2,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.37150000038146974,1.6602012718200683,58.655863761901855,True,0.0005,1
2,True,512,cifar10,0,3,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.4036000000476837,1.581233926963806,87.33595323562622,True,0.0005,1
3,True,512,cifar10,0,4,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.450499999666214,1.4688504457473754,116.00586915016174,True,0.0005,1
4,True,512,cifar10,0,5,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.46830000038146974,1.4189913776397705,144.6455750465393,True,0.0005,1
5,True,512,cifar10,0,6,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.4953000003814697,1.3767894790649413,173.2905731201172,True,0.0005,1
6,True,512,cifar10,0,7,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.5501000008583069,1.238865643119812,201.93143916130066,True,0.0005,1
7,True,512,cifar10,0,8,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.5783,1.1710895767211915,230.57129073143005,True,0.0005,1
8,True,512,cifar10,0,9,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.5682000000953674,1.2387120365142823,259.2104947566986,True,0.0005,1
9,True,512,cifar10,0,10,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.5481000007629394,1.259455005455017,287.83701753616333,True,0.0005,1
10,True,512,cifar10,0,11,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6200999998092651,1.0609634292602539,316.4659945964813,True,0.0005,1
11,True,512,cifar10,0,12,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6583000005722046,0.9565521880149841,345.0930953025818,True,0.0005,1
12,True,512,cifar10,0,13,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6390999996185303,1.0044356751441956,373.7216012477875,True,0.0005,1
13,True,512,cifar10,0,14,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6517000007629394,0.9823660275459289,402.3535623550415,True,0.0005,1
14,True,512,cifar10,0,15,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6455999995231628,0.9954834195137023,430.97498965263367,True,0.0005,1
15,True,512,cifar10,0,16,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6641000007629394,0.9355348823547364,459.61210083961487,True,0.0005,1
16,True,512,cifar10,0,17,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6657000001907348,0.9482350904464721,488.24219012260437,True,0.0005,1
17,True,512,cifar10,0,18,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6791000001907349,0.9070227032661438,516.8645868301392,True,0.0005,1
18,True,512,cifar10,0,19,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.7084,0.8327590981483459,545.4943089485168,True,0.0005,1
19,True,512,cifar10,0,20,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,0,0,False,0.6952000001907349,0.8622995697021484,574.1249039173126,True,0.0005,1
