,augment,batch_size,dataset,droprate,epoch,epochs,layers,lr,momentum,name,nesterov,num_workers,print_freq,resume,seed,start_epoch,tensorboard,test_acc,test_loss,train_time,use_cuda,weight_decay,widen_factor
0,True,512,cifar10,0,1,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.28540000004768373,1.919890392112732,29.814507246017456,True,0.0005,1
1,True,512,cifar10,0,2,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.33000000042915345,1.7949588642120362,58.41069793701172,True,0.0005,1
2,True,512,cifar10,0,3,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.38759999976158144,1.6407884819030762,87.04442405700684,True,0.0005,1
3,True,512,cifar10,0,4,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.44680000019073485,1.4927786361694335,115.66913723945618,True,0.0005,1
4,True,512,cifar10,0,5,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.405700000333786,1.715702991294861,144.26538181304932,True,0.0005,1
5,True,512,cifar10,0,6,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.5190000007629395,1.2957757276535034,172.8580083847046,True,0.0005,1
6,True,512,cifar10,0,7,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.5382000005722046,1.2897833045959473,201.44777369499207,True,0.0005,1
7,True,512,cifar10,0,8,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.5875999997138978,1.1487608169555663,230.03712606430054,True,0.0005,1
8,True,512,cifar10,0,9,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6018000007629395,1.0962919353485108,258.6230902671814,True,0.0005,1
9,True,512,cifar10,0,10,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6295000001907348,1.0187045486450195,287.20253014564514,True,0.0005,1
10,True,512,cifar10,0,11,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6071999994277955,1.0848106191635132,315.7893543243408,True,0.0005,1
11,True,512,cifar10,0,12,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6124000007629394,1.0861118747711183,344.3716309070587,True,0.0005,1
12,True,512,cifar10,0,13,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6222000007629395,1.0645566967010498,372.9572148323059,True,0.0005,1
13,True,512,cifar10,0,14,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.5487999995231628,1.3802628189086914,401.5375566482544,True,0.0005,1
14,True,512,cifar10,0,15,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.602999999332428,1.1527458633422851,430.122474193573,True,0.0005,1
15,True,512,cifar10,0,16,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6868999998092651,0.8848166682243347,458.70400953292847,True,0.0005,1
16,True,512,cifar10,0,17,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6080999999046326,1.1428588792800902,487.28648924827576,True,0.0005,1
17,True,512,cifar10,0,18,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6803000000953674,0.8900856213569641,515.8680384159088,True,0.0005,1
18,True,512,cifar10,0,19,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6748999995231628,0.9172852776527405,544.4418992996216,True,0.0005,1
19,True,512,cifar10,0,20,20,28,0.1,0.9,WideResNet-28-10,True,1,10,,1,0,False,0.6800000008583069,0.8909948188781738,573.0164699554443,True,0.0005,1
